A;B;C;D;E;F;G;H;I;J
99,65018173381272;91,90452049865824;49,89617836034823;77,86203705478233;51,72170789067042;66,40794280749195;52,453819892896156;83,04627422242822;7,95659196916475;69,04741630644426
56,48175044009515;26,099391022192986;29,49385274443853;48,32857750296993;96,64428164616629;20,758649551261744;71,6256856350144;17,38844811057769;91,29361725257722;24,442759908739486
19,913270941605376;40,000624204828114;97,18143242914583;26,20696288567913;4,753596313196839;30,0396892880584;87,4753707793276;26,914700252150315;91,23755432342749;32,377062239413966
6,099449456385287;19,187035966379995;18,024120052877755;27,003069192246542;64,7353127161171;33,28463910165612;10,47636660425738;3,480171078557981;50,692980033248084;71,91151542700034
9,069361698333523;39,24606264421219;89,05240746400301;65,40667077392311;29,284469586385388;95,5515509778222;73,23327788622431;67,97407505277235;44,48940281707697;89,45303794932656
1,0857605031896367;56,10077494197908;23,498170236243855;85,18136238931983;82,24179340335732;61,34885099439803;40,256131906946266;85,41359902517311;62,221276971987294;1,7669941186858051
69,73635566474333;6,160579243013942;88,76822223119404;10,893112485272184;55,46587840449;86,3222615559732;90,91076416675689;45,635620436479066;11,059080513630114;45,77814341274693
83,84697808761827;63,47761782125355;53,511832590268604;27,67999760632842;67,05824166985302;54,25796073674884;40,41791952201349;80,25465187074377;8,049664247912325;33,02123781731186
87,45383623561582;66,55659099892175;18,449092925839427;49,87506993040862;93,51556196945565;21,532096334112083;95,34417529577523;83,61633193034793;36,46837645314961;92,19088582350795
72,407354791495;81,8789075837297;14,830899426018817;2,707331620616382;11,800873966142355;72,34638755789787;65,33886815174819;17,434411073657397;88,54772387061911;36,17239311441934
67,96563639298381;78,99197029268703;11,240188736823908;67,55102947358482;14,835610295460743;83,74248448662536;56,15730452337674;46,29076377050961;97,89134955533493;93,85011831899355
67,63346761000636;38,16566498665055;70,82009810336154;35,83758362287644;33,16517013850356;48,57121608549557;45,05665545478511;98,52945080730183;79,7148043303005;30,36217658242075
75,79326051536397;18,975264938833046;38,434161689176996;46,10374020547559;27,010976119915075;71,16076901453783;35,86431000375053;9,28214844594536;21,059243247423897;47,375962442673256
13,27845253455784;59,10629246789716;61,0363413352918;80,14187533012709;57,83529901327693;74,91296551314667;64,64913454493889;11,549755023037168;1,4090118516591366;52,60205886293614
84,93086942827743;75,24357238273886;5,66356892365949;84,77546020214261;13,209204967529564;9,166048423850913;92,22361523853002;45,83976773888321;82,826152710879;43,26726855405396
92,84469714222583;61,92164534511112;61,06862285366643;5,293790983870183;75,45371323112305;65,08314404469492;27,14303999057436;7,114164671975976;0,08096655329218327;69,9397635412601
8,896408876619732;29,296343011908434;14,012765208119704;39,902121331983366;34,82298088522428;32,89468085246964;16,30800594971514;86,64889778816607;40,21795916053963;1,5145640039164188
55,528869424564355;18,948373344676263;79,28830959181073;75,05552023208793;39,280559818783644;43,294172536107524;54,883684613935436;44,44578608516352;42,658005615048125;46,4184517018998
32,52695187918544;48,535963284630114;5,095084334549405;63,7755869999776;79,25898556238332;81,19347747105904;39,41801378310813;74,748224618233;66,80153295287295;6,218490211933714
11,55267274567463;9,26716584789401;2,978607756361673;3,5169880778379348;92,58952278619984;47,022834425331475;95,76575030941147;59,46134575675968;28,897382519327042;54,52539941222514
68,31204774084868;56,20452626301733;25,614023101756956;34,36004357213858;12,461130508712714;23,442052908040335;2,595032660924579;31,15637592253828;48,75438015737863;91,31533976707641
63,297633158455035;19,76297728544808;58,49448910264395;17,069668029165676;65,10271018193144;16,013750003268235;53,506593097977095;3,9313071021691015;36,61032210537881;10,428350598455971
91,27536246388026;45,313914130794;98,83823822563386;47,487518077501946;84,84431872060357;21,785466386270812;1,8298894326910897;21,270547938370534;37,37966328124217;72,87762711130978
94,61985588663178;53,07871407923509;23,261356382968856;21,077677055750442;94,3650353501755;46,0427939197382;55,080464257244124;26,27678212968544;27,323395454530086;38,239699879875545
47,69539315924104;60,026762270945376;24,145255284812674;74,85094435656569;70,6315501226512;91,82643394567573;12,526368973178048;71,1611759225468;44,082006824099395;10,195098850878125
3,144748509857942;2,9415515894424593;9,936631474975432;65,03143710774243;60,446922948018575;21,629295438045194;98,7384663700318;98,1937627159183;41,54011715319679;14,409527006463751
51,401066236538206;73,07091576088574;77,41945554568464;66,11377589460751;42,846815534861214;72,89547439090069;59,14152985689716;65,62143869140706;56,06221550901552;38,89808413453868
6,111327948867151;23,993643697129563;32,804291905870095;87,76233526030754;56,04337276927445;44,733975878123566;90,3270684930663;50,04650980753019;44,26869970325147;10,526489969813857
46,57890166401474;15,015081747353243;4,010901576884407;81,7924218782424;17,283402343800837;6,841338132215236;63,585710446520515;6,882263849035441;26,661691744796734;98,05776446766717
71,14575263581563;24,092218020142774;85,03180573633257;12,54518620260301;13,063335455167902;2,829048502406062;43,94329479216926;45,75777179895799;63,15366478455054;97,56734894870651
26,286191981157494;57,56375373904725;66,44995437732194;97,70853679636366;71,80733113088623;3,7529531519424175;97,52030440981187;60,48521470918177;59,675439423362256;55,18510063927147
86,32353076947618;9,333022910813938;62,18755358644275;2,2392803579905918;17,735274684075165;35,6734385503619;57,82618250990118;77,93484733215283;80,61907304329608;27,770022646845693
65,91481262221633;79,5789556228436;37,48926591540687;51,73066093748935;17,520365734902832;73,78390013595447;42,30446028281884;90,26740815297738;27,942822144709922;80,20585076275583
62,07534438181527;24,99738716908254;99,74287300152741;56,52505978168432;68,45785991147703;43,42813561609147;53,18197548830217;62,04898769121344;33,069636582021985;71,9147258301507
79,2784581788629;79,66654491445645;86,75732726493166;31,342679855877055;13,26905947356557;11,075719044787824;51,038010468037974;7,380665659173458;65,8527888608957;58,41551493463477
55,28812967517089;40,935880534151615;88,38538162889819;20,342384791612744;41,90823416086158;54,55036674104639;91,49939259063703;26,461412591305134;19,318577499155708;38,76717416286199
68,57467328203501;56,066923013469236;25,465537908748992;36,696371990868705;84,86617099769718;96,521238341489;17,348766941258564;46,90727182554812;60,177082970286676;68,75273323547766
25,02350968548871;9,961696763432549;52,57836496032417;6,684672920406188;95,20797339553087;91,81635774956476;19,433720988262394;78,84141871016868;73,09518416698596;26,943416256266197
59,334729262338826;29,376752989270916;35,67067703342075;23,75838991592477;86,4826952641711;48,80681914389785;95,97533132151023;87,2590722248409;22,21964550920482;75,12031670578365
28,344201917075917;62,56608882726926;33,05759941799186;83,31199005764525;19,674734261466188;31,946988186230897;6,766394086475502;85,59214131200712;89,12795428091643;34,43672872340557
86,46912353103858;46,2832455613316;23,474936191150707;29,19693376157194;80,38776212147852;94,91220132879215;26,13165981274116;81,17158332523925;26,008156138897032;24,834447506432223
64,17655408724492;77,96214471093602;68,22007938796054;74,05459919056372;81,2182454159439;87,37867624756437;76,81013471381009;68,29152836460702;1,1284656319176745;23,156116522542714
32,56136987123682;22,308535237841454;71,55985469756989;63,322196071474465;47,621247184199355;43,1732236934542;52,87936049024095;86,0699281081687;15,378441660600227;51,82242810871316
58,22051670323138;70,74758039651834;36,88433024551657;99,98176666393996;76,3306960615283;70,77744693201805;9,792551586906239;46,848389826422576;30,329559875749734;43,76174079449844
56,738036799947565;21,443602577350408;72,85499929556369;23,46977359122406;79,05876646101811;88,30707140337023;92,13748197218386;69,86485431589344;25,456499447269497;16,465685578985788
65,47201922263697;69,7046900663959;72,13850658623412;74,26582855422565;88,24625091272866;39,899835074086155;54,42906526805018;64,3456459688742;6,842896337706783;40,12850445723802
80,2177057237926;84,66455665675387;46,23249584999266;66,35921614852374;91,3468530285117;2,1188312249865393;16,957031528713216;89,32882111980365;99,3303581036008;71,70101446132455
5,313074882648761;8,174493184222776;61,34239761593655;24,1035298086532;5,018037382932539;5,147530280826751;92,93274503981695;9,982328798496432;54,392384390957496;97,31159995792753
79,61954176160816;70,88400929185002;89,79145615955295;96,89002173319798;33,57127831082689;48,79109823204861;13,121990814896566;7,397920322812157;11,578330303481222;96,74675331894889
33,096631053409475;46,68977006743705;19,616538732909795;16,19062708621335;70,88595276482047;29,91511755332088;88,5005539085996;18,04409300157319;78,1221091539289;98,20004058310094
13,789290620499306;34,89140610498731;40,71564667873693;87,92030503210103;95,15011787874623;69,42650667394335;51,4616634301667;55,24345938284999;25,359583177356836;23,076324479896982
57,22838073575783;96,43384999129206;87,98398214433718;56,821200941020535;1,8467630670138013;99,98642783562514;89,46102304379185;93,8820056254693;11,920103628816536;25,632434109358915
87,51490056616925;80,75129589045945;21,61769491362954;62,53874192486355;42,42854453271371;66,71126838519919;83,2075111410146;19,10977847194115;14,570880262068586;14,485021112804276
6,632784959543736;3,5185114767908865;25,989999566721135;93,98441842938934;97,46920934202356;64,73161860595458;48,304252793340765;63,748596623973995;51,16711425684778;4,006639139867785
68,08265317522772;59,894355341579775;19,565784753548666;15,605389633411114;4,412869662981844;35,970716101617604;79,7844252433359;61,485680627314274;42,24337692159024;76,7520304274966
84,89450484026342;11,566816233797361;43,319549588892784;53,13935293380558;20,472252831316005;64,46272463515385;24,557530443938113;15,745461574384212;2,9236100889842076;2,4044705823062285
93,16729414577534;75,05996771683338;40,46246907964275;66,71799238520707;46,72153470391205;77,34357223803929;48,96486557803752;55,086063843038126;7,118042365022815;49,65069959621309
16,977228943869992;28,674912107090734;46,72819073077631;83,92613829808333;92,31337463537275;82,15263638484667;17,09178768115941;51,73324093903185;1,0615813944155228;28,33113604734737
11,294648265574203;26,79483318294107;0,7603504904614256;74,92307354128013;46,401134216809595;56,42439310112134;43,616949775750136;63,75096072670375;76,33301670116562;34,87046248012411
77,57379887632652;65,80042797224654;37,63230831510421;22,42989076566648;67,90814493600286;52,07794852271963;48,80314432876715;26,904619531605135;84,2746009261481;91,98519105423362
43,28151444035528;79,53300450864913;42,12047097152454;4,644409242887903;7,090818510215724;57,18486008059186;96,67528447677579;53,73488814577938;60,51294099201535;14,760731688143602
46,09491942035982;11,24991452165698;8,717144089617701;98,71000715090452;28,116679659119015;97,17254041203896;29,22282501287733;3,2463138238201683;71,46975683941682;67,62961905609329
18,942903517412056;25,475214484108154;14,225727825661549;27,10854269722719;28,37238868259604;98,9360884055;67,00701533252715;5,070586104975572;58,49613844889427;77,31355645497703
43,004027516443635;50,194076015429054;29,867908381953157;5,756824358064916;47,572210852930155;23,55453794186113;30,23901652610801;23,150540555015496;57,81268745433449;59,613495872937314
53,383650660004854;67,76347674465674;23,496828443241125;0,7129193864475969;86,13543084507471;52,42593126659523;11,381514393583647;58,00637064144459;94,4535528863422;32,763641131458954
88,03401521091224;44,924608287976454;36,187634591179865;79,78986850112577;28,274110998514058;16,3049857176331;2,0215237939930852;49,46431941172336;43,0233662540043;32,75704631819368
96,83062332233217;42,57574723939285;28,252365661099443;78,2099758261742;3,016337661453772;95,80299189293132;50,4683027338082;32,42151293738018;88,90434838552237;26,515937652086297
25,425534659202587;41,920687625240745;83,54994760861176;19,340894704639854;62,52969879783553;59,62674461391549;2,376803033391417;30,673107219044937;89,73967952746614;85,0089946917945
12,477898303959034;21,49526020284248;90,04360534778759;68,66107675896106;12,312696426701619;23,46008240476648;6,6356338109199715;87,55400253647615;61,857387073783;55,65460197805556
26,480688699337797;87,14131816788702;45,4540548575278;20,889357004810492;8,19445963638621;58,377840083216185;96,78181475881372;73,34107502889402;53,54158802111147;55,79725668756864
35,683504146493824;42,661763237711156;92,63067387778952;1,7832967606875583;96,78771995576281;93,13339894909461;43,93539671765813;50,81925667989744;63,33292369689525;62,001202681469536
34,12285448993051;91,37968801282888;20,041905714311902;8,553739981324672;14,482291292849158;81,80296190705701;98,18188467839555;13,660113595798705;17,943057544981265;73,0324835381279
99,76487628435771;42,87009361344559;39,0720535374159;18,722367404575635;11,406933318629997;36,9295560378901;49,10702246504097;93,67675511646412;89,7602644601864;31,459280223383914
26,76864886453776;13,385259262332728;49,308527906896025;93,86394272459057;36,07243684479534;90,92770502727217;31,09882315322371;31,933982102383073;64,11370725100417;10,289529715507662
6,996452895096272;13,857090929976046;66,14735794853263;50,89774403553127;53,94162517573415;40,09242574122213;56,694285095348576;69,87685113421935;15,737087544583472;50,43598306781194
60,84847614863883;1,7828137985043901;64,31266367275215;18,271942776167837;33,51017053079779;2,697929965850654;55,475099907317784;0,27074595379713573;30,312474935624056;76,35899523453622
51,69668775926064;18,88211863049034;88,59941979670813;43,168071003150054;63,959829177051965;9,310428038819019;84,8372728832531;87,09047155996934;59,05322594428415;89,70397325205354
